1670629209.63,281390833
1670629221.63,281363896
1670629233.63,281332131
1670629245.62,281264077
1670629257.63,281211983
1670629269.62,281178608
1670629281.63,281219575
1670629293.63,281170973
1670629305.63,281104536
1670629317.62,281115449
1670629329.63,281128282
1670629341.62,281085754
1670629353.63,281017339
1670629365.63,280919801
1670629377.62,280888258
1670629389.63,280921268
1670629401.63,280938457
1670629413.62,280849442
1670629425.63,280833315
1670629437.63,280846363
1670629449.63,280850285
1670629461.62,280851745
1670629473.63,280818960
1670629485.62,280809830
1670629497.63,280822126
1670629509.62,280859331
1670629521.63,280898868
1670629533.62,280835483
1670629545.63,280848218
1670629557.63,280842928
1670629569.63,280799638
1670629581.62,280793045
1670629593.62,280794176
1670629605.62,280794990
1670629617.63,280835602
1670629629.62,280761820
1670629641.62,280715089
1670629653.63,280700241
1670629665.63,280726288
1670629677.62,280660945
1670629689.63,280619309
1670629701.62,280616915
1670629713.63,280531660
1670629725.63,280532285
1670629737.62,280479592
1670629749.63,280489061
1670629761.63,280397003
1670629773.62,280371400
1670629785.63,280332144
1670629797.63,280336932
1670629809.63,280366540
1670629821.62,280352232
1670629833.63,280314427
1670629845.62,280275432
1670629857.63,280290612
1670629869.63,280234281
1670629881.63,280225725
1670629893.62,280209822
1670629905.63,280245508
1670629917.63,280139985
1670629929.63,280076758
1670629941.62,280006467
1670629953.62,279963621
1670629965.62,279915223
1670629977.63,279846571
1670629989.62,279806630
1670630001.62,279795270
1670630013.63,279711659
1670630025.63,279659397
1670630037.62,279637846
1670630049.63,279645749
1670630061.63,279687165
1670630073.62,279642475
1670630085.63,279675808
1670630097.63,279692688
1670630109.62,279684380
1670630121.63,279588172
1670630133.62,279606521
1670630145.63,279603608
1670630157.63,279641187
1670630169.63,279593148
1670630181.63,279522914
1670630193.63,279507734
1670630205.63,279516190
1670630217.62,279445853
1670630229.63,279399831
1670630241.63,279277310
1670630253.62,279252326
1670630265.63,279167288
1670630277.63,279114818
1670630289.63,279139806
1670630301.62,279130093
1670630313.63,279079675
1670630325.62,279047436
1670630337.63,278974140
1670630349.63,278998252
1670630361.63,279032079
1670630373.62,278955271
1670630385.63,278882785
1670630397.63,278919464
1670630409.62,278858558
1670630421.63,278836606
1670630433.63,278827921
1670630445.62,278809502
1670630457.63,278770032
1670630469.62,278733272
1670630481.63,278647905
1670630493.62,278669764
1670630505.63,278691974
1670630517.63,278627487
1670630529.63,278555753
1670630541.62,278552996
1670630553.63,278488715
1670630565.63,278453493
1670630577.63,278455299
1670630589.62,278368138
1670630601.63,278344077
1670630613.62,278313993
1670630625.63,278300351
1670630637.63,278263576
1670630649.63,278245837
1670630661.62,278216047
1670630673.63,278146367
1670630685.62,278092769
1670630697.63,278081715
1670630709.63,278088667
1670630721.63,278063932
1670630733.62,278024488
1670630745.63,277999482
1670630757.63,278015558
1670630769.63,277930401
1670630781.62,277840482
1670630793.63,277776804
1670630805.62,277726387
1670630817.63,277615754
1670630829.62,277481148
1670630841.63,277468508
1670630853.62,277412412
1670630865.63,277325213
1670630877.63,277264901
1670630889.63,277085693
1670630901.62,277050913
1670630913.63,276980753
1670630925.62,276922063
1670630937.63,276885832
1670630949.62,276838646
1670630961.62,276744655
1670630973.62,276769103
1670630985.63,276729880
1670630997.62,276710909
1670631009.62,276729660
1670631021.63,276752822
1670631033.63,276677556
1670631045.62,276601200
1670631057.62,276586688
1670631069.63,276584484
1670631081.62,276592295
1670631093.63,276553941
1670631105.63,276475422
1670631117.63,276383270
1670631129.63,276363093
1670631141.62,276327264
1670631153.63,276339386
1670631165.62,276301637
1670631177.63,276277246
1670631189.62,276378260
1670631201.63,276370043
1670631213.62,276357910
1670631225.63,276264759
1670631237.62,276202122
1670631249.63,276238374
1670631261.62,276180571
1670631273.63,276129690
1670631285.62,276140998
1670631297.63,276122316
1670631309.63,276055127
1670631321.63,275994137
1670631333.62,276034735
1670631345.63,275969909
1670631357.63,275891854
1670631369.63,275884055
1670631381.62,275911977
1670631393.63,275913902
1670631405.62,275875814
1670631417.63,275804627
1670631429.63,275823091
1670631441.64,275819464
1670631453.63,275731331
1670631465.63,275738557
1670631477.63,275760222
1670631489.63,275781294
1670631501.63,275798819
1670631513.62,275758871
1670631525.63,275720699
1670631537.63,275674057
1670631549.62,275613832
1670631561.63,275580857
1670631573.63,275571594
1670631585.63,275526646
1670631597.63,275451422
1670631609.63,275403053
1670631621.63,275324824
1670631633.63,275322260
1670631645.63,275236299
1670631657.62,275165766
1670631669.62,275171724
1670631681.64,275146857
1670631693.62,275129427
1670631705.63,275043309
1670631717.63,275031895
