unix_time,counts,counts_err,count_rates,count_rates_err
1670802884.00000,1436.00000,37.89459,20785.44288,548.50686
1670802896.01311,1466.00000,38.28838,20942.64029,546.97119
1670802908.02623,1458.00000,38.18377,22153.31850,580.17636
1670802920.03934,1435.00000,37.88139,22083.80995,582.97248
1670802932.05246,1539.00000,39.23009,25414.77631,647.83884
1670802944.06557,1598.00000,39.97499,27207.65947,680.61701
1670802956.07869,1614.00000,40.17462,26621.04997,662.63354
1670802968.09180,1524.00000,39.03844,25177.98392,644.95360
1670802980.10492,1500.00000,38.72983,24344.95641,628.58407
1670802992.11803,1533.00000,39.15354,24180.80770,617.58925
1670803004.13115,1429.00000,37.80212,21730.45022,574.84745
1670803016.14426,1433.00000,37.85499,21597.50443,570.53262
1670803028.15738,1413.00000,37.58989,20572.74114,547.29450
1670803040.17049,1425.00000,37.74917,21342.79664,565.38449
1670803052.18361,1353.00000,36.78315,20311.09433,552.18477
1670803064.19672,1394.00000,37.33631,20942.39254,560.91223
1670803076.20984,1346.00000,36.68787,19932.61358,543.30252
1670803088.22295,1369.00000,37.00000,19820.33874,535.68483
1670803100.23607,1399.00000,37.40321,20232.55280,540.93094
1670803112.24918,1391.00000,37.29611,20679.60172,554.47070
1670803124.26230,1367.00000,36.97296,19548.08173,528.71288
1670803136.27541,1444.00000,38.00000,20629.67655,542.88622
1670803148.28853,1432.00000,37.84178,20606.96527,544.55598
1670803160.30164,1388.00000,37.25587,20161.26560,541.15672
1670803172.31475,1391.00000,37.29611,19801.18917,530.91832
1670803184.32787,1403.00000,37.45664,20267.64796,541.09624
1670803196.34098,1456.00000,38.15757,21664.43654,567.76251
1670803208.35410,1401.00000,37.42993,20411.58936,545.32795
1670803220.36721,1394.00000,37.33631,19706.62588,527.81398
1670803232.38033,1425.00000,37.74917,20063.42494,531.49311
1670803244.39344,1441.00000,37.96051,20548.22188,541.30527
1670803256.40656,1386.00000,37.22902,19615.68576,526.89233
1670803268.41967,1396.00000,37.36308,19861.07402,531.56946
1670803280.43279,1389.00000,37.26929,19334.94989,518.79040
1670803292.44590,1431.00000,37.82856,19870.95511,525.28975
1670803304.45902,1381.00000,37.16181,19435.01745,522.98363
1670803316.47213,1357.00000,36.83748,19203.38287,521.30011
1670803328.48525,1370.00000,37.01351,18678.32671,504.63537
1670803340.49836,1345.00000,36.67424,18533.88515,505.36519
1670803352.51148,1343.00000,36.64696,18910.13455,516.00821
1670803364.52459,1347.00000,36.70150,18786.67673,511.87765
1670803376.53770,1339.00000,36.59235,18919.67239,517.03902
1670803388.55082,1373.00000,37.05401,19225.33680,518.84626
1670803400.56393,1366.00000,36.95944,19027.19106,514.81279
1670803412.57705,1330.00000,36.46917,18144.06906,497.51808
1670803424.59016,1326.00000,36.41428,18398.18312,505.24634
1670803436.60328,1314.00000,36.24914,18284.59389,504.41459
1670803448.61639,1332.00000,36.49658,18625.92937,510.34732
1670803460.62951,1355.00000,36.81032,18473.03664,501.84389
1670803472.64262,1314.00000,36.24914,18237.35530,503.11142
1670803484.65574,1373.00000,37.05401,19529.44943,527.05354
1670803496.66885,1376.00000,37.09447,19027.24507,512.94015
1670803508.68197,1338.00000,36.57868,19023.23852,520.06353
1670803520.69508,1345.00000,36.67424,18981.54077,517.57146
1670803532.70820,1323.00000,36.37307,18922.17615,520.22493
1670803544.72131,1365.00000,36.94591,18966.39792,513.35587
1670803556.73443,1418.00000,37.65634,19410.40269,515.46173
1670803568.74754,1382.00000,37.17526,19797.23527,532.53790
1670803580.76066,1375.00000,37.08099,19023.74177,513.03216
1670803592.77377,1445.00000,38.01316,20395.38394,536.53488
1670803604.78689,1326.00000,36.41428,18895.73955,518.91011
1670803616.80000,1377.00000,37.10795,19339.96107,521.18106
1670803628.81311,1421.00000,37.69615,19950.45259,529.24372
1670803640.82623,1329.00000,36.45545,19184.57862,526.24717
1670803652.83934,1372.00000,37.04052,19678.67070,531.27417
1670803664.85246,1407.00000,37.51000,20326.25863,541.88908
1670803676.86557,1399.00000,37.40321,20751.84295,554.81452
1670803688.87869,1421.00000,37.69615,21703.46792,575.74755
1670803700.89180,1431.00000,37.82856,21844.89576,577.47097
1670803712.90492,1447.00000,38.03945,23377.61049,614.56221
1670803724.91803,1461.00000,38.22303,23254.03690,608.37765
1670803736.93115,1468.00000,38.31449,24052.03369,627.75297
1670803748.94426,1502.00000,38.75564,24698.45927,637.28676
1670803760.95738,1480.00000,38.47077,24608.89995,639.67789
1670803772.97049,1364.00000,36.93237,23609.39891,639.26032
1670803784.98361,1432.00000,37.84178,24777.50806,654.76600
1670803796.99672,1377.00000,37.10795,24661.51996,664.58857
1670803809.00984,1400.00000,37.41657,25179.01664,672.93753
1670803821.02295,1370.00000,37.01351,25242.09020,681.96962
1670803833.03607,1367.00000,36.97296,24505.15548,662.78582
1670803845.04918,1354.00000,36.79674,25129.01555,682.91420
1670803857.06229,1422.00000,37.70942,26547.14244,703.99242
1670803869.07541,1357.00000,36.83748,26037.83100,706.82985
1670803881.08853,1338.00000,36.57868,26197.45635,716.19464
1670803893.10164,1274.00000,35.69314,25064.73787,702.22850
1670803905.11475,1316.00000,36.27671,25400.82732,700.19647
1670803917.12787,1275.00000,35.70714,24939.82593,698.45483
1670803929.14098,1290.00000,35.91657,26243.94496,730.69185
1670803941.15410,1212.00000,34.81379,23814.33619,684.04893
1670803953.16721,1205.00000,34.71311,25781.22283,742.69413
1670803965.18033,1203.00000,34.68429,25210.30491,726.85082
1670803977.19344,1208.00000,34.75629,25989.02342,747.75012
1670803989.20656,1224.00000,34.98571,26959.70855,770.59198
1670804001.21967,1219.00000,34.91418,26686.94707,764.35840
1670804013.23279,1213.00000,34.82815,27297.14973,783.76687
1670804025.24590,1163.00000,34.10279,26791.94451,785.62334
1670804037.25902,1149.00000,33.89690,26426.20902,779.60542
1670804049.27213,1123.00000,33.51119,25552.34455,762.50181
1670804061.28525,1184.00000,34.40930,27743.71086,806.28522
1670804073.29836,1102.00000,33.19639,25677.25954,773.49565
