unix_time,counts,counts_err,count_rates,count_rates_err
1670779718.00000,34.00000,5.83095,1041.14039,178.55410
1670779730.01311,37.00000,6.08276,1156.67313,190.15589
1670779742.02623,38.00000,6.16441,1216.67667,197.37102
1670779754.03934,33.00000,5.74456,1035.31434,180.22509
1670779766.05246,45.00000,6.70820,1438.75556,214.47701
1670779778.06557,37.00000,6.08276,1192.69703,196.07818
1670779790.07869,32.00000,5.65685,1047.48462,185.17087
1670779802.09180,36.00000,6.00000,1169.04875,194.84146
1670779814.10492,33.00000,5.74456,1046.43100,182.16026
1670779826.11803,40.00000,6.32456,1270.33228,200.85717
1670779838.13115,43.00000,6.55744,1366.08083,208.32537
1670779850.14426,48.00000,6.92820,1521.60574,219.62487
1670779862.15738,50.00000,7.07107,1589.95073,224.85299
1670779874.17049,40.00000,6.32456,1242.46743,196.45135
1670779886.18361,60.00000,7.74597,1874.02695,241.93584
1670779898.19672,49.00000,7.00000,1549.57302,221.36757
1670779910.20984,43.00000,6.55744,1319.00680,201.14665
1670779922.22295,47.00000,6.85565,1458.13455,212.69078
1670779934.23607,47.00000,6.85565,1432.89957,209.00988
1670779946.24918,48.00000,6.92820,1451.21635,209.46504
1670779958.26230,45.00000,6.70820,1361.92094,203.02319
1670779970.27541,42.00000,6.48074,1269.69458,195.91813
1670779982.28853,44.00000,6.63325,1330.56321,200.58995
1670779994.30164,54.00000,7.34847,1599.20011,217.62357
1670780006.31475,35.00000,5.91608,1062.30040,179.56154
1670780018.32787,34.00000,5.83095,1040.91155,178.51486
1670780030.34098,50.00000,7.07107,1480.81474,209.41883
1670780042.35410,44.00000,6.63325,1314.45398,198.16139
1670780054.36721,44.00000,6.63325,1288.19776,194.20312
1670780066.38033,43.00000,6.55744,1266.82923,193.18965
1670780078.39344,52.00000,7.21110,1510.02993,209.40347
1670780090.40656,47.00000,6.85565,1395.97821,203.62435
1670780102.41967,54.00000,7.34847,1574.00192,214.19453
1670780114.43279,33.00000,5.74456,957.96449,166.76021
1670780126.44590,42.00000,6.48074,1216.89859,187.77153
1670780138.45902,46.00000,6.78233,1355.07616,199.79508
