unix_time,counts,counts_err,count_rates,count_rates_err
1662490628.00000,2251.00000,47.44470,109741.09024,2313.03137
1662490640.00337,2123.00000,46.07602,104016.87647,2257.50547
1662490652.00673,2207.00000,46.97872,110988.08831,2362.51843
1662490664.01010,2169.00000,46.57252,105731.67206,2270.25857
1662490676.01347,1590.00000,39.87480,79480.67213,1993.25549
1662490688.01683,0.00000,0.00000,0.00000,0.00000
1662490700.02020,0.00000,0.00000,0.00000,0.00000
1662490712.02357,0.00000,0.00000,0.00000,0.00000
1662490724.02694,0.00000,0.00000,0.00000,0.00000
1662490736.03030,0.00000,0.00000,0.00000,0.00000
1662490748.03367,0.00000,0.00000,0.00000,0.00000
1662490760.03704,0.00000,0.00000,0.00000,0.00000
1662490772.04040,0.00000,0.00000,0.00000,0.00000
1662490784.04377,0.00000,0.00000,0.00000,0.00000
1662490796.04714,0.00000,0.00000,0.00000,0.00000
1662490808.05050,0.00000,0.00000,0.00000,0.00000
1662490820.05387,0.00000,0.00000,0.00000,0.00000
1662490832.05724,0.00000,0.00000,0.00000,0.00000
1662490844.06061,0.00000,0.00000,0.00000,0.00000
1662490856.06397,0.00000,0.00000,0.00000,0.00000
1662490868.06734,0.00000,0.00000,0.00000,0.00000
1662490880.07071,0.00000,0.00000,0.00000,0.00000
1662490892.07407,0.00000,0.00000,0.00000,0.00000
1662490904.07744,0.00000,0.00000,0.00000,0.00000
1662490916.08081,0.00000,0.00000,0.00000,0.00000
1662490928.08418,0.00000,0.00000,0.00000,0.00000
1662490940.08754,0.00000,0.00000,0.00000,0.00000
1662490952.09091,0.00000,0.00000,0.00000,0.00000
1662490964.09428,0.00000,0.00000,0.00000,0.00000
1662490976.09764,0.00000,0.00000,0.00000,0.00000
1662490988.10101,0.00000,0.00000,0.00000,0.00000
1662491000.10438,0.00000,0.00000,0.00000,0.00000
1662491012.10774,0.00000,0.00000,0.00000,0.00000
1662491024.11111,0.00000,0.00000,0.00000,0.00000
1662491036.11448,0.00000,0.00000,0.00000,0.00000
1662491048.11785,0.00000,0.00000,0.00000,0.00000
1662491060.12121,0.00000,0.00000,0.00000,0.00000
1662491072.12458,0.00000,0.00000,0.00000,0.00000
1662491084.12795,0.00000,0.00000,0.00000,0.00000
