unix_time,counts,counts_err,count_rates,count_rates_err
1662496421.00000,2523.00000,50.22947,107237.77730,2134.95723
1662496433.00673,2553.00000,50.52722,115583.76189,2287.55433
1662496445.01347,2513.00000,50.12983,121324.02986,2420.19625
1662496457.02020,2603.00000,51.01960,124007.70776,2430.58938
1662496469.02694,2576.00000,50.75431,124929.15952,2461.44927
1662496481.03367,2655.00000,51.52669,132477.18134,2571.03990
1662496493.04040,2598.00000,50.97058,134822.66105,2645.10747
1662496505.04714,2568.00000,50.67544,135162.32859,2667.21580
1662496517.05387,2644.00000,51.41984,141476.36485,2751.39641
1662496529.06061,2593.00000,50.92151,139317.53814,2735.92717
1662496541.06734,2640.00000,51.38093,145243.24967,2826.79291
1662496553.07407,2602.00000,51.00980,150762.71375,2955.56354
1662496565.08081,2610.00000,51.08816,153618.15266,3006.92284
1662496577.08754,2698.00000,51.94228,163215.80299,3142.25361
1662496589.09428,2685.00000,51.81699,174575.22174,3369.07328
1662496601.10101,2659.00000,51.56549,181342.42474,3516.73991
1662496613.10774,2649.00000,51.46844,180196.65641,3501.10995
1662496625.11448,2661.00000,51.58488,183496.95571,3557.18479
1662496637.12121,2679.00000,51.75906,190108.42547,3672.94993
1662496649.12795,2669.00000,51.66237,187512.80828,3629.58232
1662496661.13468,2676.00000,51.73007,197637.65916,3820.55668
1662496673.14141,2607.00000,51.05879,196334.07765,3845.25522
1662496685.14815,2646.00000,51.43928,202709.30786,3940.74897
1662496697.15488,2653.00000,51.50728,209380.30347,4065.06224
1662496709.16162,2661.00000,51.58488,214179.65437,4151.98500
1662496721.16835,2645.00000,51.42956,209560.47918,4074.70849
1662496733.17508,2645.00000,51.42956,229125.23300,4455.12692
1662496745.18182,2677.00000,51.73973,224831.75350,4345.43704
1662496757.18855,2629.00000,51.27377,228477.18301,4456.02422
1662496769.19529,2568.00000,50.67544,224591.01016,4431.95007
1662496781.20202,2523.00000,50.22947,235873.88297,4695.92586
1662496793.20875,2495.00000,49.94997,238639.79471,4777.57586
1662496805.21549,2513.00000,50.12983,242477.45203,4836.98918
1662496817.22222,2496.00000,49.95998,236907.61402,4741.94736
1662496829.22896,2490.00000,49.89990,241580.55068,4841.30332
1662496841.23569,2507.00000,50.06995,243966.79077,4872.51906
1662496853.24242,2464.00000,49.63869,242825.03051,4891.84965
1662496865.24916,2454.00000,49.53786,246474.73923,4975.48174
1662496877.25589,2423.00000,49.22398,238846.59508,4852.24082
1662496889.26263,2394.00000,48.92852,234887.76174,4800.63090
1662496901.26936,2483.00000,49.82971,245970.26901,4936.21715
1662496913.27609,2491.00000,49.90992,245476.77984,4918.39669
1662496925.28283,2444.00000,49.43683,237434.12894,4802.77835
1662496937.28956,2450.00000,49.49747,241307.87838,4875.15535
1662496949.29630,2456.00000,49.55805,238219.35167,4806.87531
1662496961.30303,2496.00000,49.95998,241166.84493,4827.20020
1662496973.30976,2440.00000,49.39636,229699.63614,4650.13321
1662496985.31650,2493.00000,49.92995,233453.99805,4675.63043
1662496997.32323,2540.00000,50.39841,243069.72036,4822.96381
1662497009.32997,2454.00000,49.53786,230660.39226,4656.24418
1662497021.33670,2454.00000,49.53786,235218.42141,4748.25519
1662497033.34343,2519.00000,50.18964,232692.46190,4636.26478
1662497045.35017,2452.00000,49.51767,225872.21111,4561.44634
1662497057.35690,2532.00000,50.31898,235030.11612,4670.80423
1662497069.36364,2563.00000,50.62608,233286.47420,4608.02956
1662497081.37037,2545.00000,50.44799,227482.40452,4509.24588
1662497093.37710,2555.00000,50.54701,230669.50823,4563.46514
1662497105.38384,2524.00000,50.23943,220261.14634,4384.22889
1662497117.39057,2570.00000,50.69517,221540.00983,4370.04198
1662497129.39731,2575.00000,50.74446,223472.49535,4403.87985
1662497141.40404,2587.00000,50.86256,218807.98571,4301.94599
1662497153.41077,2564.00000,50.63596,212227.29723,4191.23713
1662497165.41751,2596.00000,50.95096,215354.85187,4226.70869
1662497177.42424,2610.00000,51.08816,208551.11665,4082.18108
1662497189.43098,2567.00000,50.66557,204813.58944,4042.46096
1662497201.43771,2583.00000,50.82322,205890.58580,4051.11234
1662497213.44444,2602.00000,51.00980,202470.14970,3969.23999
1662497225.45118,2568.00000,50.67544,197243.49933,3892.28999
1662497237.45791,2620.00000,51.18594,202863.00391,3963.25674
1662497249.46465,2610.00000,51.08816,194376.11288,3804.71946
1662497261.47138,2610.00000,51.08816,188143.20130,3682.71640
1662497273.47811,2591.00000,50.90187,191536.74559,3762.86292
1662497285.48485,2627.00000,51.25427,188236.52314,3672.60191
1662497297.49158,2587.00000,50.86256,189796.78908,3731.56187
1662497309.49832,2578.00000,50.77401,183452.56184,3613.11949
1662497321.50505,2594.00000,50.93133,191839.57309,3766.63219
1662497333.51178,2569.00000,50.68530,184367.05987,3637.48556
1662497345.51852,2631.00000,51.29327,181154.96607,3531.74891
1662497357.52525,2614.00000,51.12729,175103.77225,3424.85911
1662497369.53199,2624.00000,51.22499,177709.83968,3469.20177
1662497381.53872,2604.00000,51.02940,170488.39538,3340.98352
1662497393.54545,2576.00000,50.75431,169477.98493,3339.18409
1662497405.55219,2611.00000,51.09795,164453.26011,3218.39283
1662497417.55892,2590.00000,50.89204,170226.66679,3344.85822
1662497429.56566,2633.00000,51.31277,168495.82389,3283.70181
1662497441.57239,2688.00000,51.84593,171487.25383,3307.63222
1662497453.57912,2580.00000,50.79370,161568.72799,3180.88123
1662497465.58586,2610.00000,51.08816,160695.69031,3145.45862
1662497477.59259,2631.00000,51.29327,160615.54194,3131.31778
1662497489.59933,2575.00000,50.74446,162444.67623,3201.22991
1662497501.60606,2586.00000,50.85273,159628.35204,3139.03219
1662497513.61280,2588.00000,50.87239,157651.57503,3098.96148
1662497525.61953,2604.00000,51.02940,147945.93478,2899.22917
1662497537.62626,2592.00000,50.91169,151178.33728,2969.42299
1662497549.63300,2563.00000,50.62608,143734.55371,2839.14048
1662497561.63973,2550.00000,50.49752,138903.56848,2750.70054
1662497573.64647,2537.00000,50.36864,138644.52569,2752.59612
1662497585.65320,2614.00000,51.12729,141893.16804,2775.29206
1662497597.65993,2505.00000,50.04998,130931.14788,2616.00826
1662497609.66667,2537.00000,50.36864,126457.56000,2510.64070
1662497621.67340,2473.00000,49.72927,124568.57999,2504.93497
1662497633.68014,2551.00000,50.50743,122923.12760,2433.76349
1662497645.68687,2533.00000,50.32892,121842.51917,2420.92466
1662497657.69360,2462.00000,49.61854,113123.84871,2279.87034
1662497669.70034,2462.00000,49.61854,120252.22100,2423.53381
1662497681.70707,2465.00000,49.64877,109710.08147,2209.72422
1662497693.71380,2499.00000,49.99000,114976.43936,2299.98883
1662497705.72054,2510.00000,50.09990,112656.75397,2248.64228
1662497717.72727,2490.00000,49.89990,110068.44392,2205.78487
1662497729.73401,2527.00000,50.26927,110806.16555,2204.25231
1662497741.74074,2514.00000,50.13980,110073.96429,2195.34091
1662497753.74747,2453.00000,49.52777,103993.79461,2099.70678
1662497765.75421,2456.00000,49.55805,103313.70739,2084.70095
1662497777.76094,2473.00000,49.72927,101297.21134,2036.97375
1662497789.76768,2449.00000,49.48737,99267.01695,2005.90601
1662497801.77441,2412.00000,49.11212,94775.34229,1929.77515
1662497813.78115,2429.00000,49.28489,97369.60561,1975.64838
1662497825.78788,2452.00000,49.51767,92973.78604,1877.58792
1662497837.79461,2398.00000,48.96938,89296.53433,1823.51783
1662497849.80135,2448.00000,49.47727,92665.37738,1872.88794
1662497861.80808,2345.00000,48.42520,84075.22000,1736.18736
1662497873.81482,2359.00000,48.56954,86052.16921,1771.73128
1662497885.82155,2334.00000,48.31149,82542.65190,1708.55118
1662497897.82828,2403.00000,49.02040,84609.46052,1726.00496
1662497909.83502,2333.00000,48.30114,81164.40627,1680.38287
1662497921.84175,2387.00000,48.85693,85355.20212,1747.04377
1662497933.84848,2377.00000,48.75449,83239.74199,1707.32474
1662497945.85522,2252.00000,47.45524,78544.97676,1655.13805
1662497957.86195,2385.00000,48.83646,85547.09041,1751.70533
1662497969.86869,2357.00000,48.54894,84480.62365,1740.11247
1662497981.87542,2453.00000,49.52777,89247.37242,1801.96630
1662497993.88215,2380.00000,48.78524,85875.14246,1760.26880
1662498005.88889,2415.00000,49.14265,85716.65754,1744.24168
1662498017.89562,2400.00000,48.98979,83518.55547,1704.81537
1662498029.90236,2418.00000,49.17316,86655.61711,1762.25427
1662498041.90909,2403.00000,49.02040,84096.52432,1715.54124
1662498053.91582,2429.00000,49.28489,86628.68533,1757.71301
1662498065.92256,2195.00000,46.85083,76794.09042,1639.11920
1662498077.92929,2400.00000,48.98979,84271.06018,1720.17581
1662498089.93603,2423.00000,49.22398,80846.65339,1642.42422
1662498101.94276,2379.00000,48.77499,79444.33763,1628.79237
1662498113.94950,2388.00000,48.86717,79812.31041,1633.25021
1662498125.95623,2379.00000,48.77499,78345.72884,1606.26836
1662498137.96296,2351.00000,48.48711,77059.79779,1589.28414
1662498149.96970,2295.00000,47.90616,72806.03717,1519.76363
