unix_time,counts,counts_err,count_rates,count_rates_err
1662484834.00000,2221.00000,47.12749,75077.82411,1593.07931
1662484846.03019,2229.00000,47.21229,78772.30501,1668.47045
1662484858.06038,2199.00000,46.89350,77109.32403,1644.35007
1662484870.09057,2237.00000,47.29693,79574.46339,1682.44442
1662484882.12075,2267.00000,47.61302,77366.61755,1624.90453
1662484894.15094,2183.00000,46.72259,73329.14201,1569.45814
1662484906.18113,2148.00000,46.34652,73223.24798,1579.90819
1662484918.21132,2112.00000,45.95650,69137.01760,1504.40125
1662484930.24151,2201.00000,46.91482,75044.33202,1599.58703
1662484942.27170,2218.00000,47.09565,73045.68134,1551.00706
1662484954.30189,2176.00000,46.64762,71775.01640,1538.66422
1662484966.33208,2198.00000,46.88283,71051.35239,1515.50895
1662484978.36226,2179.00000,46.67976,72259.05469,1547.97400
1662484990.39245,2153.00000,46.40043,70232.87835,1513.62556
1662485002.42264,2214.00000,47.05316,71748.15019,1524.83166
1662485014.45283,2160.00000,46.47580,67748.64581,1457.71876
1662485026.48302,2203.00000,46.93613,71838.11560,1530.55057
1662485038.51321,2146.00000,46.32494,66587.94396,1437.41028
1662485050.54340,2132.00000,46.17359,66974.79767,1450.50026
1662485062.57359,2127.00000,46.11941,68842.74675,1492.70657
1662485074.60377,2136.00000,46.21688,64881.41958,1403.84681
1662485086.63396,2102.00000,45.84757,63361.58783,1382.00526
1662485098.66415,2128.00000,46.13025,63221.06689,1370.49043
1662485110.69434,2075.00000,45.55217,64312.17609,1411.83568
1662485122.72453,2093.00000,45.74932,62109.47308,1357.60438
1662485134.75472,2069.00000,45.48626,63231.65760,1390.12650
1662485146.78491,2103.00000,45.85848,63220.76710,1378.60587
1662485158.81509,2086.00000,45.67275,61704.03391,1351.00328
1662485170.84528,2091.00000,45.72745,61460.28402,1344.05656
1662485182.87547,2113.00000,45.96738,64180.25074,1396.21295
1662485194.90566,2103.00000,45.85848,61097.51105,1332.30569
1662485206.93585,2182.00000,46.71188,62727.54028,1342.86046
1662485218.96604,2099.00000,45.81484,61175.88912,1335.28531
1662485230.99623,2061.00000,45.39824,60981.41780,1343.25517
1662485243.02642,2084.00000,45.65085,60832.60731,1332.56246
1662485255.05660,2041.00000,45.17743,58524.43668,1295.43534
1662485267.08679,2089.00000,45.70558,56938.25834,1245.76165
1662485279.11698,2138.00000,46.23851,61795.28525,1336.44623
1662485291.14717,2127.00000,46.11941,60464.83345,1311.04958
1662485303.17736,2128.00000,46.13025,60142.78883,1303.76029
1662485315.20755,2074.00000,45.54119,60588.88111,1330.41936
1662485327.23774,2092.00000,45.73839,60174.40447,1315.62150
1662485339.26793,2123.00000,46.07602,59975.30849,1301.65980
1662485351.29811,2146.00000,46.32494,62455.55325,1348.20583
1662485363.32830,2125.00000,46.09772,61314.82768,1330.10536
1662485375.35849,2171.00000,46.59399,62227.45369,1335.52530
1662485387.38868,2122.00000,46.06517,63295.85233,1374.05008
1662485399.41887,2195.00000,46.85083,65720.37115,1402.75797
1662485411.44906,2257.00000,47.50789,67967.93925,1430.66622
1662485423.47924,2186.00000,46.75468,66326.15744,1418.59936
1662485435.50943,2227.00000,47.19110,68028.90173,1441.56208
1662485447.53962,2226.00000,47.18050,68873.73210,1459.79219
1662485459.56981,2256.00000,47.49737,69815.79024,1469.88755
1662485471.60000,2188.00000,46.77606,67799.21771,1449.44261
1662485483.63019,1928.00000,43.90900,60455.52985,1376.83696
1662485495.66038,0.00000,0.00000,0.00000,0.00000
1662485507.69057,0.00000,0.00000,0.00000,0.00000
1662485519.72076,0.00000,0.00000,0.00000,0.00000
