unix_time,counts,counts_err,count_rates,count_rates_err
1662479041.00000,2365.00000,48.63127,242548.58336,4987.50300
1662479053.00337,2332.00000,48.29079,231397.06300,4791.74358
1662479065.00673,2364.00000,48.62098,240649.73598,4949.50370
1662479077.01010,2345.00000,48.42520,231594.01487,4782.51023
1662479089.01347,2428.00000,49.27474,243835.32917,4948.48536
1662479101.01683,2337.00000,48.34253,227779.19043,4711.77658
1662479113.02020,2352.00000,48.49742,227771.29458,4696.56494
1662479125.02357,2345.00000,48.42520,228295.79679,4714.40070
1662479137.02694,2360.00000,48.57983,223612.00790,4602.98034
1662479149.03030,2335.00000,48.32184,220832.15942,4570.02817
1662479161.03367,2407.00000,49.06119,224959.63734,4585.28736
1662479173.03704,2415.00000,49.14265,225348.05782,4585.59032
1662479185.04040,2382.00000,48.80574,225482.89715,4620.00800
1662479197.04377,2427.00000,49.26459,224081.42342,4548.52898
1662479209.04714,2427.00000,49.26459,223562.71307,4537.99991
1662479221.05050,2391.00000,48.89785,217261.04718,4443.16131
1662479233.05387,2442.00000,49.41660,226000.61544,4573.37477
1662479245.05724,2425.00000,49.24429,215647.15719,4379.13028
1662479257.06061,2356.00000,48.53864,208318.89088,4291.81518
1662479269.06397,2470.00000,49.69909,217590.81169,4378.16450
1662479281.06734,2441.00000,49.40648,215778.59123,4367.41502
1662479293.07071,2509.00000,50.08992,213955.35212,4271.42538
1662479305.07407,2401.00000,49.00000,202346.28737,4129.51607
1662479317.07744,2477.00000,49.76947,207353.31114,4166.27537
1662479329.08081,2507.00000,50.06995,211760.59519,4229.29503
1662479341.08418,2435.00000,49.34572,198537.99263,4023.40864
1662479353.08754,2454.00000,49.53786,193966.32251,3915.51645
1662479365.09091,2495.00000,49.94997,204698.63884,4098.07290
1662479377.09428,2483.00000,49.82971,197727.01587,3968.05472
1662479389.09764,2455.00000,49.54796,191451.66234,3863.96686
1662479401.10101,2415.00000,49.14265,188487.67353,3835.52119
1662479413.10438,2241.00000,47.33920,167924.47878,3547.26048
1662479425.10774,2430.00000,49.29503,179632.43273,3644.02724
1662479437.11111,2445.00000,49.44694,182784.85677,3696.58572
1662479449.11448,2357.00000,48.54894,173752.94947,3578.92333
1662479461.11785,2453.00000,49.52777,174554.24415,3524.37116
1662479473.12121,2384.00000,48.82622,171518.44557,3512.83464
1662479485.12458,2368.00000,48.66210,166761.80544,3426.93399
1662479497.12795,2393.00000,48.91830,170523.39147,3485.88144
1662479509.13131,2422.00000,49.21382,171895.32674,3492.82640
1662479521.13468,2389.00000,48.87740,161993.92798,3314.29118
1662479533.13805,2391.00000,48.89785,160620.43099,3284.81563
1662479545.14141,2432.00000,49.31531,162387.91183,3292.84973
1662479557.14478,2411.00000,49.10193,159763.00106,3253.70073
1662479569.14815,2388.00000,48.86717,155465.75774,3181.39495
1662479581.15152,2484.00000,49.83974,160790.28898,3226.14602
1662479593.15488,2362.00000,48.60041,150954.13769,3106.02592
1662479605.15825,2381.00000,48.79549,149948.47504,3072.99855
1662479617.16162,2397.00000,48.95917,152942.66518,3123.88212
1662479629.16498,2406.00000,49.05099,150964.47163,3077.70464
1662479641.16835,2385.00000,48.83646,148745.07991,3045.77921
1662479653.17172,2355.00000,48.52834,144176.49620,2970.97510
1662479665.17508,2342.00000,48.39421,141792.58610,2929.94912
1662479677.17845,2387.00000,48.85693,144300.39869,2953.52956
1662479689.18182,2418.00000,49.17316,143836.54835,2925.10260
1662479701.18518,2349.00000,48.46648,139304.70566,2874.24827
1662479713.18855,2365.00000,48.63127,135887.21543,2794.23563
1662479725.19192,2199.00000,46.89350,126387.85527,2695.21075
1662479737.19529,2391.00000,48.89785,139144.60406,2845.61788
1662479749.19865,2314.00000,48.10405,141065.58859,2932.50937
1662479761.20202,2365.00000,48.63127,138975.10227,2857.73155
1662479773.20539,2370.00000,48.68265,138900.13116,2853.17548
1662479785.20875,2411.00000,49.10193,140785.94526,2867.21788
1662479797.21212,2417.00000,49.16299,147795.02042,3006.22496
1662479809.21549,2416.00000,49.15282,146104.94702,2972.46299
1662479821.21885,2485.00000,49.84977,147350.36836,2955.88837
1662479833.22222,2453.00000,49.52777,146889.96426,2965.81018
1662479845.22559,2440.00000,49.39636,158674.50168,3212.27139
1662479857.22896,2451.00000,49.50758,153424.62578,3099.01314
1662479869.23232,2431.00000,49.30517,157762.29904,3199.71095
1662479881.23569,2527.00000,50.26927,158878.38310,3160.54654
1662479893.23906,2426.00000,49.25444,153317.46078,3112.76418
1662479905.24242,2431.00000,49.30517,146759.01305,2976.54397
1662479917.24579,2414.00000,49.13247,150785.97274,3068.96764
1662479929.24916,2490.00000,49.89990,159879.26245,3203.99967
1662479941.25253,2406.00000,49.05099,149237.86577,3042.50442
1662479953.25589,2488.00000,49.87986,159503.28607,3197.74955
1662479965.25926,2493.00000,49.92995,163602.06453,3276.63179
1662479977.26263,2475.00000,49.74937,162072.41051,3257.77803
1662479989.26599,2540.00000,50.39841,166534.74675,3304.36492
1662480001.26936,2502.00000,50.02000,167616.10267,3350.98193
1662480013.27273,2495.00000,49.94997,167725.76429,3357.87484
1662480025.27609,2509.00000,50.08992,166619.42592,3326.40637
1662480037.27946,2532.00000,50.31898,175600.30972,3489.74286
1662480049.28283,2556.00000,50.55690,177159.98075,3504.17026
1662480061.28620,2524.00000,50.23943,168444.56711,3352.83617
1662480073.28956,2547.00000,50.46781,178755.87550,3541.97795
1662480085.29293,2566.00000,50.65570,175307.53189,3460.76611
1662480097.29630,2480.00000,49.79960,165242.56357,3318.15053
1662480109.29966,2526.00000,50.25933,173142.06202,3444.97371
1662480121.30303,2541.00000,50.40833,173246.62230,3436.86476
1662480133.30640,2544.00000,50.43808,178147.65442,3532.00700
1662480145.30976,2524.00000,50.23943,174058.68684,3464.58346
1662480157.31313,2521.00000,50.20956,170909.33117,3403.92006
1662480169.31650,2516.00000,50.15974,166756.72155,3324.51296
1662480181.31986,2468.00000,49.67897,168965.12570,3401.13991
1662480193.32323,2492.00000,49.91994,164947.32870,3304.23759
1662480205.32660,2582.00000,50.81338,174636.23842,3436.81575
1662480217.32997,2542.00000,50.41825,170356.95951,3378.87486
1662480229.33333,2531.00000,50.30904,168827.08039,3355.79975
1662480241.33670,2447.00000,49.46716,168620.25527,3408.73122
1662480253.34007,2514.00000,50.13980,171734.92545,3425.12156
1662480265.34343,2540.00000,50.39841,169929.48296,3371.72292
1662480277.34680,2561.00000,50.60632,174083.31125,3439.95174
1662480289.35017,2568.00000,50.67544,170505.69999,3364.66160
1662480301.35353,2516.00000,50.15974,165262.20239,3294.71777
1662480313.35690,2510.00000,50.09990,166965.74637,3332.65627
1662480325.36027,2536.00000,50.35871,166517.38897,3306.62517
1662480337.36364,2524.00000,50.23943,168327.85241,3350.51300
1662480349.36700,2553.00000,50.52722,174898.01786,3461.46130
1662480361.37037,2590.00000,50.89204,170497.75747,3350.18499
1662480373.37374,2586.00000,50.85273,171956.77538,3381.46606
1662480385.37710,2554.00000,50.53712,169079.13665,3345.64283
1662480397.38047,2615.00000,51.13707,174674.95558,3415.81857
1662480409.38384,2578.00000,50.77401,182901.89050,3602.27395
1662480421.38720,2582.00000,50.81338,182036.34101,3582.44869
1662480433.39057,2596.00000,50.95096,184742.52837,3625.88929
1662480445.39394,2690.00000,51.86521,192441.96036,3710.42478
1662480457.39731,2622.00000,51.20547,192152.31540,3752.57411
1662480469.40067,2631.00000,51.29327,187825.41368,3661.79418
1662480481.40404,2612.00000,51.10773,196973.01277,3854.07482
1662480493.40741,2701.00000,51.97115,200186.09226,3851.86990
1662480505.41077,2691.00000,51.87485,199025.69075,3836.65096
1662480517.41414,2671.00000,51.68172,197423.09807,3819.97938
1662480529.41751,2634.00000,51.32251,190889.03545,3719.40181
1662480541.42088,2594.00000,50.93133,186695.41379,3665.63032
1662480553.42424,2635.00000,51.33225,192005.77188,3740.45104
1662480565.42761,2664.00000,51.61395,194373.09749,3765.90227
1662480577.43098,2619.00000,51.17617,185007.83696,3615.11716
1662480589.43434,2591.00000,50.90187,187020.32474,3674.13492
1662480601.43771,2637.00000,51.35173,186786.58573,3637.39628
1662480613.44108,2633.00000,51.31277,192544.41066,3752.36854
1662480625.44444,2602.00000,51.00980,189479.47263,3714.56978
1662480637.44781,2634.00000,51.32251,189205.88838,3686.60632
1662480649.45118,2591.00000,50.90187,186349.20049,3660.95025
1662480661.45455,2571.00000,50.70503,177886.58371,3508.26311
1662480673.45791,2643.00000,51.41012,179989.34630,3501.04923
1662480685.46128,2568.00000,50.67544,177813.58133,3508.87114
1662480697.46465,2603.00000,51.01960,176246.09523,3454.47791
1662480709.46801,2656.00000,51.53639,171261.38966,3323.11544
1662480721.47138,2597.00000,50.96077,171304.31122,3361.49383
1662480733.47475,2658.00000,51.55580,171685.73292,3330.09573
1662480745.47811,2577.00000,50.76416,165974.23420,3269.51598
1662480757.48148,2567.00000,50.66557,162378.40794,3204.90636
1662480769.48485,2564.00000,50.63596,161809.00574,3195.53574
1662480781.48822,2593.00000,50.92151,168295.51861,3304.99870
1662480793.49158,2594.00000,50.93133,164588.09936,3231.56908
1662480805.49495,2510.00000,50.09990,156904.07383,3131.82408
1662480817.49832,2591.00000,50.90187,163399.29187,3210.08449
1662480829.50168,2604.00000,51.02940,161395.52215,3162.79462
1662480841.50505,2615.00000,51.13707,157522.10304,3080.38964
1662480853.50842,2548.00000,50.47772,162533.57947,3219.90744
1662480865.51178,2580.00000,50.79370,158358.69816,3117.68383
1662480877.51515,2591.00000,50.90187,160840.06635,3159.80686
1662480889.51852,2556.00000,50.55690,157957.77011,3124.35641
1662480901.52189,2588.00000,50.87239,154276.91591,3032.62571
1662480913.52525,2611.00000,51.09795,160748.93626,3145.89825
1662480925.52862,2622.00000,51.20547,162023.01297,3164.17402
1662480937.53199,2596.00000,50.95096,166077.77852,3259.56153
1662480949.53535,2658.00000,51.55580,172671.62232,3349.21850
1662480961.53872,2572.00000,50.71489,160447.06738,3163.70734
1662480973.54209,2612.00000,51.10773,167115.93239,3269.87590
1662480985.54545,2541.00000,50.40833,159512.94044,3164.41612
1662480997.54882,2586.00000,50.85273,155727.36379,3062.32071
1662481009.55219,2544.00000,50.43808,147305.53112,2920.52213
1662481021.55556,2527.00000,50.26927,148652.32135,2957.12086
1662481033.55892,2467.00000,49.66890,140024.80453,2819.16439
1662481045.56229,2528.00000,50.27922,143456.41024,2853.19480
1662481057.56566,2538.00000,50.37857,143504.30618,2848.51902
1662481069.56902,2517.00000,50.16971,137926.13973,2749.19138
1662481081.57239,2488.00000,49.87986,133119.23375,2668.79749
1662481093.57576,2451.00000,49.50758,132157.40158,2669.43798
1662481105.57912,2544.00000,50.43808,135086.29259,2678.25996
1662481117.58249,2497.00000,49.96999,127232.75784,2546.18333
1662481129.58586,2521.00000,50.20956,129489.03523,2578.97168
1662481141.58923,2403.00000,49.02040,122166.22665,2492.15055
1662481153.59259,2491.00000,49.90992,125199.49728,2508.50933
1662481165.59596,2493.00000,49.92995,121064.06948,2424.67832
1662481177.59933,2474.00000,49.73932,122176.71137,2456.34058
1662481189.60269,2455.00000,49.54796,119205.68334,2405.86477
1662481201.60606,2446.00000,49.45705,121409.63267,2454.84977
1662481213.60943,2447.00000,49.46716,117498.95897,2375.29215
1662481225.61280,2432.00000,49.31531,113516.94496,2301.86002
1662481237.61616,2421.00000,49.20366,111769.13792,2271.56154
1662481249.61953,2447.00000,49.46716,122247.39701,2471.28388
1662481261.62290,2411.00000,49.10193,113327.26482,2307.99999
1662481273.62626,2353.00000,48.50773,108905.76391,2245.12178
1662481285.62963,2377.00000,48.75449,107431.24005,2203.51493
1662481297.63300,2436.00000,49.35585,114360.76495,2317.06603
1662481309.63636,2380.00000,48.78524,109843.49462,2251.57212
1662481321.63973,2406.00000,49.05099,115012.79669,2344.75976
1662481333.64310,2402.00000,49.01020,111208.99949,2269.09894
1662481345.64647,2454.00000,49.53786,110773.21489,2236.13223
1662481357.64983,2354.00000,48.51804,103548.27551,2134.22224
1662481369.65320,2422.00000,49.21382,107399.60086,2182.30575
1662481381.65657,2405.00000,49.04080,105996.76142,2161.39955
1662481393.65993,2442.00000,49.41660,108058.76272,2186.68971
1662481405.66330,2338.00000,48.35287,99177.71921,2051.12375
1662481417.66667,2325.00000,48.21825,98270.57351,2038.03675
1662481429.67003,2385.00000,48.83646,100753.85642,2063.08673
1662481441.67340,2415.00000,49.14265,107310.59227,2183.65500
1662481453.67677,2387.00000,48.85693,103142.64089,2111.11571
1662481465.68014,2373.00000,48.71345,99782.79407,2048.36238
1662481477.68350,2418.00000,49.17316,108506.26462,2206.61550
1662481489.68687,2315.00000,48.11445,119354.62459,2480.64006
1662481501.69024,2245.00000,47.38143,116839.86820,2465.94216
1662481513.69360,2229.00000,47.21229,113787.04463,2410.11510
1662481525.69697,2245.00000,47.38143,115195.01904,2431.22710
1662481537.70034,2237.00000,47.29693,115256.82726,2436.87733
1662481549.70370,2192.00000,46.81880,112235.42769,2397.22993
1662481561.70707,2310.00000,48.06246,118690.85513,2469.51273
1662481573.71044,2286.00000,47.81213,115696.68385,2419.81853
1662481585.71380,2247.00000,47.40253,111448.78907,2351.11471
1662481597.71717,2300.00000,47.95832,116610.68084,2431.50078
1662481609.72054,2248.00000,47.41308,115573.94265,2437.59626
1662481621.72391,2299.00000,47.94789,119478.56901,2491.84214
1662481633.72727,2253.00000,47.46578,112766.59065,2375.74517
1662481645.73064,2231.00000,47.23346,115996.21908,2455.80596
1662481657.73401,2259.00000,47.52894,113783.59345,2393.98558
1662481669.73737,2296.00000,47.91659,117448.28172,2451.09828
1662481681.74074,2282.00000,47.77028,115330.21280,2414.26686
1662481693.74411,2282.00000,47.77028,115616.13192,2420.25215
1662481705.74747,2259.00000,47.52894,112849.05266,2374.32301
1662481717.75084,2325.00000,48.21825,116758.88386,2421.46645
1662481729.75421,2324.00000,48.20788,113549.30543,2355.40949
1662481741.75758,2308.00000,48.04165,115694.77638,2408.21828
1662481753.76094,2263.00000,47.57100,114338.13150,2403.52594
1662481765.76431,2254.00000,47.47631,111754.16830,2353.89331
1662481777.76768,2296.00000,47.91659,112483.46688,2347.48460
1662481789.77104,2266.00000,47.60252,108245.24907,2273.93942
1662481801.77441,2239.00000,47.31807,109506.37277,2314.26106
1662481813.77778,2215.00000,47.06379,106549.68405,2263.94202
1662481825.78115,2273.00000,47.67599,107357.62041,2251.81734
1662481837.78451,2261.00000,47.54997,105373.66196,2216.06141
1662481849.78788,2287.00000,47.82259,111358.07705,2328.56648
1662481861.79125,2237.00000,47.29693,103250.00993,2183.01696
1662481873.79461,2268.00000,47.62352,102772.41757,2158.01792
1662481885.79798,2247.00000,47.40253,102795.87585,2168.57354
1662481897.80135,2265.00000,47.59202,103022.74216,2164.70640
1662481909.80471,2217.00000,47.08503,101839.15028,2162.87749
1662481921.80808,2280.00000,47.74935,103038.78194,2157.90983
1662481933.81145,2252.00000,47.45524,104056.80033,2192.73563
1662481945.81482,2231.00000,47.23346,101524.97262,2149.42896
1662481957.81818,2187.00000,46.76537,100100.15998,2140.47609
1662481969.82155,2262.00000,47.56049,105579.93217,2219.90852
1662481981.82492,2184.00000,46.73329,99594.22032,2131.11958
1662481993.82828,2141.00000,46.27094,95456.50338,2062.99031
1662482005.83165,2174.00000,46.62617,95995.22292,2058.82698
1662482017.83502,2192.00000,46.81880,94935.54630,2027.72277
1662482029.83838,2218.00000,47.09565,98358.15470,2088.47654
1662482041.84175,2216.00000,47.07441,98249.37150,2087.10790
1662482053.84512,2190.00000,46.79744,99684.24015,2130.12184
1662482065.84848,2244.00000,47.37088,102191.54025,2157.26511
1662482077.85185,2208.00000,46.98936,100932.38845,2147.98387
1662482089.85522,2220.00000,47.11688,102107.59526,2167.11302
1662482101.85859,2246.00000,47.39198,98061.10770,2069.14973
1662482113.86195,2249.00000,47.42362,104898.95277,2211.95570
1662482125.86532,2307.00000,48.03124,109776.80428,2285.52927
1662482137.86869,2268.00000,47.62352,103243.56164,2167.91102
1662482149.87205,2191.00000,46.80812,98259.98799,2099.20822
1662482161.87542,2257.00000,47.50789,103559.78625,2179.84376
1662482173.87879,2277.00000,47.71792,105048.92516,2201.45645
1662482185.88215,2264.00000,47.58151,105111.09099,2209.07435
1662482197.88552,2212.00000,47.03190,100067.87193,2127.65938
1662482209.88889,2211.00000,47.02127,103500.57434,2201.14366
1662482221.89226,2234.00000,47.26521,103851.65280,2197.21132
1662482233.89562,2264.00000,47.58151,102536.38876,2154.96294
1662482245.89899,2192.00000,46.81880,100201.11228,2140.18969
1662482257.90236,2213.00000,47.04253,100822.08163,2143.21112
1662482269.90572,2193.00000,46.82948,101077.04437,2158.40639
1662482281.90909,2202.00000,46.92547,102075.79987,2175.27483
1662482293.91246,2213.00000,47.04253,100516.58224,2136.71700
1662482305.91582,2259.00000,47.52894,104885.61892,2206.77385
1662482317.91919,2154.00000,46.41121,94383.54702,2033.63705
1662482329.92256,2124.00000,46.08687,95426.89521,2070.58726
1662482341.92593,2223.00000,47.14870,98428.61166,2087.62086
1662482353.92929,2194.00000,46.84015,97222.24721,2075.61760
1662482365.93266,2207.00000,46.97872,100046.81584,2129.61994
1662482377.93603,2215.00000,47.06379,104274.94734,2215.60897
1662482389.93939,2197.00000,46.87217,98885.99339,2109.69538
1662482401.94276,2190.00000,46.79744,95612.75752,2043.11958
1662482413.94613,2202.00000,46.92547,96893.51024,2064.83823
1662482425.94950,2231.00000,47.23346,95699.54889,2026.09640
1662482437.95286,2157.00000,46.44351,92300.66980,1987.37481
1662482449.95623,2150.00000,46.36809,94087.08841,2029.13433
1662482461.95960,2175.00000,46.63690,97666.15910,2094.18227
1662482473.96296,2260.00000,47.53946,106711.75171,2244.69857
1662482485.96633,2222.00000,47.13809,100033.67400,2122.14079
1662482497.96970,2198.00000,46.88283,96533.99401,2059.04781
1662482509.97306,2220.00000,47.11688,103669.82594,2200.26952
1662482521.97643,2210.00000,47.01064,104573.74830,2224.46992
1662482533.97980,2261.00000,47.54997,107599.80535,2262.87834
1662482545.98317,2294.00000,47.89572,105234.53733,2197.15952
1662482557.98653,2327.00000,48.23899,110793.92597,2296.77134
1662482569.98990,2369.00000,48.67237,112722.77499,2315.94980
1662482581.99327,2333.00000,48.30114,111097.72339,2300.10568
1662482593.99663,2369.00000,48.67237,112526.74286,2311.92221
1662482606.00000,nan,nan,nan,nan
